Dis No,Year,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Event Name,ISO,Start Year,Start Month,End Year,End Month,Total Deaths,Total Affected,"Total Damages, Adjusted ('000 US$)",CPI
2012-0381-MEX,2012,Technological,Technological,Industrial accident,Explosion,Gaz factory,MEX,2012,9,2012,9,32,26,,84.7304789
2012-0347-TCD,2012,Natural,Hydrological,Flood,Riverine flood,,TCD,2012,7,2012,9,20,594831,11802,84.7304789
2012-0384-TCD,2012,Natural,Hydrological,Flood,Riverine flood,,TCD,2012,9,2012,10,,18800,,84.7304789
2012-0108-TCD,2012,Natural,Biological,Epidemic,Viral disease,Meningitis,TCD,2012,1,2012,3,88,1708,,84.7304789
2012-0234-USA,2012,Natural,Meteorological,Storm,Convective storm,,USA,2012,6,2012,6,1,,,84.7304789
2012-0612-USA,2012,Natural,Meteorological,Storm,Convective storm,,USA,2012,5,2012,5,,,4012724,84.7304789
2012-0613-USA,2012,Natural,Meteorological,Storm,Convective storm,,USA,2012,6,2012,6,,2,1652298,84.7304789
2012-0614-USA,2012,Natural,Meteorological,Storm,Convective storm,,USA,2012,6,2012,6,,9003,2242404,84.7304789
2012-0615-USA,2012,Natural,Meteorological,Storm,Convective storm,,USA,2012,7,2012,7,1,,826149,84.7304789
2012-0616-USA,2012,Natural,Meteorological,Storm,Convective storm,,USA,2012,9,2012,9,5,,247845,84.7304789
2012-0010-USA,2012,Natural,Meteorological,Storm,Convective storm,,USA,2012,1,2012,1,2,100,206537,84.7304789
2012-0055-USA,2012,Natural,Meteorological,Storm,Convective storm,,USA,2012,2,2012,2,14,200,590106,84.7304789
2012-0122-USA,2012,Natural,Meteorological,Storm,Convective storm,,USA,2012,4,2012,4,,3300,1829330,84.7304789
2012-0156-USA,2012,Natural,Meteorological,Storm,Convective storm,,USA,2012,4,2012,4,6,297,2124383,84.7304789
2013-0335-MEX,2013,Natural,Meteorological,Storm,Tropical cyclone,Tropical storm Fernand,MEX,2013,8,2013,8,14,5000,2326,85.97164225
2013-0358-MEX,2013,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Manuel ,MEX,2013,9,2013,9,169,105000,4885332,85.97164225
2013-0406-MEX,2013,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Ingrid,MEX,2013,9,2013,9,23,50000,1744761,85.97164225
2013-0334-USA,2013,Natural,Meteorological,Storm,Convective storm,,USA,2013,8,2013,8,,,348952,85.97164225
2013-0123-KEN,2013,Natural,Hydrological,Flood,Riverine flood,,KEN,2013,3,2013,4,96,100020,41874,85.97164225
2013-0348-MEX,2013,Natural,Hydrological,Flood,Riverine flood,,MEX,2013,9,2013,9,13,,,85.97164225
2013-0281-KEN,2013,Natural,Hydrological,Flood,Riverine flood,,KEN,2013,8,2013,8,,5000,,85.97164225
2013-0305-KEN,2013,Natural,Hydrological,Flood,Riverine flood,,KEN,2013,1,2013,1,18,10780,,85.97164225
2013-0048-KEN,2013,Technological,Technological,Transport accident,Road,,KEN,2013,1,2013,1,11,,,85.97164225
2013-0095-KEN,2013,Technological,Technological,Transport accident,Road,,KEN,2013,2,2013,2,35,,,85.97164225
2013-0353-KEN,2013,Technological,Technological,Transport accident,Road,,KEN,2013,8,2013,8,37,,,85.97164225
2013-0499-KEN,2013,Technological,Technological,Transport accident,Road,,KEN,2013,10,2013,10,12,24,,85.97164225
2013-0188-MEX,2013,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Barbara,MEX,2013,5,2013,5,4,12000,,85.97164225
2013-0394-MEX,2013,Technological,Technological,Transport accident,Air,,MEX,2013,10,2013,10,14,,,85.97164225
2013-0129-MEX,2013,Technological,Technological,Transport accident,Road,,MEX,2013,5,2013,5,25,14,,85.97164225
2013-0479-MEX,2013,Technological,Technological,Transport accident,Road,,MEX,2013,10,2013,10,12,25,,85.97164225
2013-0052-MEX,2013,Technological,Technological,Industrial accident,Explosion,Oil company Pemex Building,MEX,2013,1,2013,1,37,100,,85.97164225
2013-0103-MEX,2013,Technological,Technological,Miscellaneous accident,Explosion,Fireworks,MEX,2013,3,2013,3,17,80,,85.97164225
2013-0382-MEX,2013,Technological,Technological,Industrial accident,Chemical spill,,MEX,2013,8,2013,8,9,1540,,85.97164225
2013-0211-USA,2013,Natural,Meteorological,Storm,Convective storm,,USA,2013,6,2013,6,4,,1046857,85.97164225
2011-0610-USA,2011,Natural,Hydrological,Flood,Riverine flood,,USA,2011,4,2011,5,9,,5541322,83.01267439
2011-0328-USA,2011,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Irene,USA,2011,8,2011,9,46,370000,8793838,83.01267439
2011-0456-USA,2011,Natural,Meteorological,Storm,Tropical cyclone,Tropical Storm Lee,USA,2011,9,2011,9,15,600,903476,83.01267439
2011-0444-USA,2011,Natural,Meteorological,Storm,Convective storm,,USA,2011,10,2011,10,29,,3613906,83.01267439
2011-0527-USA,2011,Natural,Meteorological,Storm,Convective storm,,USA,2011,12,2011,12,6,,,83.01267439
2011-0607-USA,2011,Natural,Meteorological,Storm,Convective storm,,USA,2011,1,2011,1,11,,,83.01267439
2011-0608-USA,2011,Natural,Meteorological,Storm,Convective storm,,USA,2011,1,2011,1,10,,,83.01267439
2011-0425-USA,2011,Natural,Hydrological,Flood,Riverine flood,,USA,2011,8,2011,8,2,100,,83.01267439
2011-0646-USA,2011,Natural,Hydrological,Flood,Riverine flood,,USA,2011,5,2011,6,5,11000,2409271,83.01267439
2011-0609-USA,2011,Natural,Meteorological,Storm,Convective storm,,USA,2011,4,2011,4,9,,4216224,83.01267439
2011-0611-USA,2011,Natural,Meteorological,Storm,Convective storm,,USA,2011,8,2011,8,7,,,83.01267439
2011-0349-USA,2011,Natural,Climatological,Wildfire,Forest fire,,USA,2011,9,2011,9,4,4800,1204635,83.01267439
2011-0639-USA,2011,Natural,Climatological,Wildfire,Forest fire,,USA,2011,5,2011,6,2,,240927,83.01267439
2011-0375-USA,2011,Technological,Technological,Transport accident,Air,P-51 Mustang,USA,2011,9,2011,9,10,60,,83.01267439
2011-9363-USA,2011,Natural,Climatological,Drought,Drought,,USA,2011,1,2011,11,,,9637083,83.01267439
2011-0619-VEN,2011,Natural,Hydrological,Flood,Flash flood,,VEN,2011,4,2011,4,9,,,83.01267439
2011-0569-VEN,2011,Natural,Hydrological,Flood,Riverine flood,,VEN,2011,12,2011,12,,1668,,83.01267439
2011-0635-VEN,2011,Natural,Hydrological,Flood,Riverine flood,,VEN,2011,12,2011,12,8,2000,19274,83.01267439
2011-0665-VEN,2011,Technological,Technological,Transport accident,Road,,VEN,2011,12,2011,12,14,16,,83.01267439
2012-0410-USA,2012,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Sandy,USA,2012,10,2012,10,54,,59010643,84.7304789
2012-9235-USA,2012,Natural,Climatological,Drought,Drought,,USA,2012,6,2012,,,,,84.7304789
2012-9489-USA,2012,Natural,Climatological,Drought,Drought,,USA,2012,6,2012,12,,,23604257,84.7304789
2012-0313-USA,2012,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Isaac,USA,2012,8,2012,8,1,60000,2360426,84.7304789
2012-0486-USA,2012,Natural,Meteorological,Storm,Convective storm,,USA,2012,12,2012,12,7,,2360,84.7304789
2012-0493-USA,2012,Natural,Meteorological,Storm,Convective storm,,USA,2012,12,2012,12,17,,59011,84.7304789
2012-0611-USA,2012,Natural,Meteorological,Storm,Convective storm,,USA,2012,1,2012,1,3,1,118021,84.7304789
2012-0503-USA,2012,Natural,Meteorological,Storm,Convective storm,,USA,2012,6,2012,7,28,,4720851,84.7304789
2012-0601-USA,2012,Natural,Meteorological,Storm,Convective storm,,USA,2012,4,2012,4,1,100,5310958,84.7304789
2012-0177-USA,2012,Natural,Hydrological,Flood,Riverine flood,,USA,2012,6,2012,6,2,300,205357,84.7304789
2012-0176-USA,2012,Natural,Meteorological,Storm,Tropical cyclone,Tropical storm Debby,USA,2012,6,2012,6,9,17001,247845,84.7304789
2012-0214-USA,2012,Natural,Meteorological,Extreme temperature ,Heat wave,,USA,2012,6,2012,7,123,,,84.7304789
2012-0232-USA,2012,Natural,Climatological,Wildfire,,Waldo Canyon Fire,USA,2012,6,2012,7,2,1038,708128,84.7304789
2012-0542-USA,2012,Natural,Climatological,Wildfire,,,USA,2012,8,2012,8,1,1809,236043,84.7304789
2012-0241-VEN,2012,Natural,Hydrological,Flood,Riverine flood,,VEN,2012,5,2012,5,,11000,109760,84.7304789
2012-0312-VEN,2012,Technological,Technological,Industrial accident,Explosion,Oil refinery,VEN,2012,8,2012,8,48,80,,84.7304789
2013-0354-USA,2013,Natural,Hydrological,Flood,Riverine flood,,USA,2013,9,2013,9,9,21900,2210031,85.97164225
2013-0142-USA,2013,Natural,Meteorological,Storm,Convective storm,,USA,2013,5,2013,5,29,450,3605840,85.97164225
2013-0183-USA,2013,Natural,Meteorological,Storm,Convective storm,,USA,2013,5,2013,5,6,700,348952,85.97164225
2013-0439-USA,2013,Natural,Meteorological,Storm,Convective storm,,USA,2013,11,2013,11,11,185,1512127,85.97164225
2013-0054-USA,2013,Natural,Meteorological,Storm,Convective storm,,USA,2013,2,2013,2,15,,116317,85.97164225
2013-0472-USA,2013,Natural,Meteorological,Storm,Convective storm,,USA,2013,11,2013,11,14,,2326,85.97164225
2013-0118-USA,2013,Natural,Meteorological,Storm,Convective storm,,USA,2013,4,2013,4,3,,1279492,85.97164225
2013-0580-CAN,2013,Natural,Meteorological,Storm,Convective storm,,CAN,2013,7,2013,7,,,1640076,85.97164225
2013-0013-USA,2013,Natural,Meteorological,Storm,Convective storm,,USA,2013,1,2013,1,3,1107,348952,85.97164225
2013-0184-USA,2013,Natural,Meteorological,Storm,Convective storm,,USA,2013,5,2013,6,27,170150,2442666,85.97164225
2013-0055-USA,2013,Natural,Meteorological,Storm,Convective storm,,USA,2013,2,2013,2,1,4882,116317,85.97164225
2013-0528-USA,2013,Natural,Meteorological,Extreme temperature ,Severe winter conditions,,USA,2013,12,2013,12,19,,232635,85.97164225
2013-0117-USA,2013,Natural,Meteorological,Storm,Convective storm,,USA,2013,4,2013,4,4,,1861079,85.97164225
2013-0254-USA,2013,Natural,Hydrological,Flood,Riverine flood,,USA,2013,7,2013,7,2,1425,29079,85.97164225
2013-0277-USA,2013,Natural,Hydrological,Flood,Riverine flood,,USA,2013,8,2013,8,3,6000,29079,85.97164225
2013-0286-USA,2013,Natural,Hydrological,Flood,Riverine flood,,USA,2013,5,2013,5,3,300,2326,85.97164225
2013-0291-USA,2013,Natural,Hydrological,Flood,Riverine flood,,USA,2013,4,2013,4,5,300,378032,85.97164225
2013-0510-USA,2013,Natural,Hydrological,Flood,Riverine flood,,USA,2013,10,2013,11,4,4800,,85.97164225
2013-0209-USA,2013,Natural,Climatological,Wildfire,Forest fire,,USA,2013,5,2013,6,,110,24892,85.97164225
2013-0210-USA,2013,Natural,Climatological,Wildfire,Forest fire,,USA,2013,6,2013,6,2,1617,581587,85.97164225
2013-0212-USA,2013,Natural,Climatological,Wildfire,Forest fire,,USA,2013,6,2013,7,19,387,2326,85.97164225
2013-0179-USA,2013,Technological,Technological,Industrial accident,Explosion,Fetilizer plant,USA,2013,5,2013,5,15,620,232635,85.97164225
2013-0315-USA,2013,Natural,Climatological,Wildfire,,,USA,2013,8,2013,9,,36,203555,85.97164225
2013-0404-USA,2013,Natural,Climatological,Wildfire,,,USA,2013,9,2013,9,1,225,11632,85.97164225
2013-0323-VEN,2013,Technological,Technological,Transport accident,Road,,VEN,2013,7,2013,7,16,36,,85.97164225
2013-0547-DEU,2013,Natural,Meteorological,Storm,Convective storm,,DEU,2013,7,2013,7,,,5583236,85.97164225
2014-0062-AUS,2014,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,AUS,2014,2,2014,2,,90,114461,87.36629784
2014-0319-CAN,2014,Natural,Hydrological,Flood,Flash flood,,CAN,2014,8,2014,8,,6904,147654,87.36629784
2014-0475-AUS,2014,Natural,Meteorological,Storm,Convective storm,,AUS,2014,11,2014,11,,52539,1144606,87.36629784
2014-0010-AUS,2014,Natural,Meteorological,Extreme temperature ,Heat wave,,AUS,2014,1,2014,1,139,,,87.36629784
2014-0004-AUS,2014,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,AUS,2014,1,2014,1,2,168,28615,87.36629784
2014-0009-CAN,2014,Natural,Meteorological,Extreme temperature ,Cold wave,,CAN,2014,1,2014,1,,,,87.36629784
2014-0031-CAN,2014,Technological,Technological,Miscellaneous accident,Fire,Elderly house,CAN,2014,1,2014,1,32,,,87.36629784
2014-0458-CHE,2014,Natural,Meteorological,Storm,Convective storm,,CHE,2014,11,2014,11,2,,,87.36629784
2014-0209-DEU,2014,Natural,Meteorological,Storm,Convective storm,,DEU,2014,6,2014,6,6,,,87.36629784
2014-0381-DEU,2014,Natural,Meteorological,Storm,Convective storm,,DEU,2014,7,2014,7,2,1,457842,87.36629784
2014-0229-DEU,2014,Technological,Technological,Transport accident,Road,,DEU,2014,7,2014,7,11,69,,87.36629784
2015-0148-AUS,2015,Natural,Meteorological,Storm,Convective storm,,AUS,2015,4,2015,4,7,1000,1486225,87.46993221
2015-0576-AUS,2015,Natural,Hydrological,Flood,Flash flood,,AUS,2015,4,2015,5,6,,457300,87.46993221
2015-0053-AUS,2015,Natural,Meteorological,Storm,Tropical cyclone,Cyclone Lam ,AUS,2015,2,2015,2,,438,89174,87.46993221
2015-0079-AUS,2015,Natural,Meteorological,Storm,Tropical cyclone,Cyclone 'Marcia',AUS,2015,2,2015,2,1,6000,624215,87.46993221
2015-0135-AUS,2015,Natural,Meteorological,Storm,Tropical cyclone,Cyclone 'Olwyn',AUS,2015,3,2015,3,,600,65165,87.46993221
2015-0560-AUS,2015,Natural,Climatological,Wildfire,Forest fire,,AUS,2015,12,2015,12,,348,114325,87.46993221
2015-0010-AUS,2015,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,AUS,2015,1,2015,1,,134,58306,87.46993221
2015-0514-AUS,2015,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,AUS,2015,11,2015,11,2,135,228650,87.46993221
2015-0275-CAN,2015,Natural,Climatological,Wildfire,Forest fire,,CAN,2015,7,2015,7,,13036,,87.46993221
2016-0172-CAN,2016,Natural,Climatological,Wildfire,Forest fire,Fort McMurray wildfires,CAN,2016,5,2016,7,,88000,4516026,88.57345288
2016-0201-AUS,2016,Natural,Meteorological,Storm,Convective storm,,AUS,2016,6,2016,6,5,,564503,88.57345288
2016-0014-AUS,2016,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",Yarloop busfires,AUS,2016,1,2016,1,2,540,124191,88.57345288
2016-0044-DEU,2016,Technological,Technological,Transport accident,Rail,,DEU,2016,2,2016,2,12,89,,88.57345288
2016-0179-DEU,2016,Natural,Hydrological,Flood,,,DEU,2016,5,2016,6,7,,2258013,88.57345288
2013-0545-KEN,2013,Natural,Hydrological,Flood,Riverine flood,,KEN,2013,12,2013,12,14,,,85.97164225
2014-0183-MEX,2014,Natural,Meteorological,Storm,Tropical cyclone,Boris,MEX,2014,5,2014,6,,,,87.36629784
2014-0333-MEX,2014,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Odile,MEX,2014,9,2014,9,6,75135,2861515,87.36629784
2014-0417-MEX,2014,Natural,Meteorological,Storm,Tropical cyclone,Tropical storm Trudy,MEX,2014,10,2014,10,6,30000,2289,87.36629784
2014-0385-MEX,2014,Natural,Meteorological,Storm,Tropical cyclone,Tropical storm Dolly,MEX,2014,9,2014,9,1,1500,572,87.36629784
2014-0325-MEX,2014,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Marie,MEX,2014,8,2014,9,3,30000,16024,87.36629784
2014-0386-MEX,2014,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Norbert,MEX,2014,9,2014,9,3,7500,28615,87.36629784
2014-0582-KEN,2014,Natural,Biological,Epidemic,Bacterial disease,Cholera,KEN,2014,12,2016,5,72,3459,,87.36629784
2014-9404-KEN,2014,Natural,Climatological,Drought,Drought,,KEN,2014,1,2015,5,,1600000,,87.36629784
2014-0127-MEX,2014,Natural,Geophysical,Earthquake,Ground movement,,MEX,2014,4,2014,4,,381,,87.36629784
2014-0234-MEX,2014,Natural,Geophysical,Earthquake,Ground movement,,MEX,2014,7,2014,7,3,27000,,87.36629784
2015-0121-MEX,2015,Natural,Meteorological,Storm,Convective storm,,MEX,2015,3,2015,3,14,1471,2287,87.46993221
2015-0470-MEX,2015,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Patricia,MEX,2015,10,2015,10,14,15000,940895,87.46993221
2015-0158-KEN,2015,Natural,Hydrological,Flood,Flash flood,,KEN,2015,4,2015,4,13,1500,,87.46993221
2015-0159-KEN,2015,Natural,Hydrological,Flood,Riverine flood,,KEN,2015,4,2015,5,13,3000,,87.46993221
2015-0564-KEN,2015,Natural,Hydrological,Flood,Riverine flood,,KEN,2015,12,2016,1,112,240799,,87.46993221
2015-0139-KEN,2015,Technological,Technological,Miscellaneous accident,Other,Stampede,KEN,2015,4,2015,4,1,141,,87.46993221
2015-0187-MEX,2015,Natural,Meteorological,Storm,Convective storm,,MEX,2015,5,2015,5,14,2320,,87.46993221
2015-0382-MEX,2015,Natural,Hydrological,Flood,Riverine flood,,MEX,2015,3,2015,3,,3000,,87.46993221
2015-0018-MEX,2015,Technological,Technological,Transport accident,Road,,MEX,2015,1,2015,1,16,20,,87.46993221
2015-0115-MEX,2015,Technological,Technological,Transport accident,Road,,MEX,2015,3,2015,3,18,3,,87.46993221
2015-0305-MEX,2015,Technological,Technological,Transport accident,Road,,MEX,2015,7,2015,7,27,100,,87.46993221
2015-0517-MEX,2015,Technological,Technological,Transport accident,Road,,MEX,2015,11,2015,11,23,10,,87.46993221
2015-0553-MEX,2015,Technological,Technological,Transport accident,Road,,MEX,2015,12,2015,12,15,30,,87.46993221
2015-0041-MEX,2015,Technological,Technological,Transport accident,Rail,,MEX,2015,2,2015,2,20,31,,87.46993221
2016-0161-KEN,2016,Natural,Hydrological,Flood,,,KEN,2016,4,2016,5,39,10000,,88.57345288
2016-0089-KEN,2016,Natural,Hydrological,Flood,Riverine flood,,KEN,2016,3,2016,3,3,1000,,88.57345288
2016-0015-MEX,2016,Technological,Technological,Transport accident,Road,,MEX,2016,1,2016,1,21,,,88.57345288
2016-0067-MEX,2016,Technological,Technological,Transport accident,Road,,MEX,2016,2,2016,2,12,28,,88.57345288
2016-0144-MEX,2016,Technological,Technological,Industrial accident,Explosion,Petrochimical plant,MEX,2016,4,2016,4,32,100,,88.57345288
2013-0579-USA,2013,Natural,Meteorological,Storm,Convective storm,,USA,2013,2,2013,2,1,,1279492,85.97164225
2013-0550-USA,2013,Natural,Meteorological,Storm,Convective storm,Cleon and Dion,USA,2013,12,2013,12,20,,116317,85.97164225
2013-0548-USA,2013,Natural,Meteorological,Storm,Convective storm,,USA,2013,3,2013,3,2,,2558983,85.97164225
2013-0558-USA,2013,Natural,Hydrological,Flood,Riverine flood,,USA,2013,12,2013,12,5,,,85.97164225
2013-0586-USA,2013,Technological,Technological,Transport accident,Air,Boeing 777,USA,2013,7,2013,7,3,182,,85.97164225
2014-0482-USA,2014,Natural,Meteorological,Storm,Convective storm,,USA,2014,12,2014,12,3,30,,87.36629784
2014-0263-USA,2014,Natural,Meteorological,Storm,Convective storm,,USA,2014,7,2014,7,,300,309044,87.36629784
2014-0126-USA,2014,Natural,Meteorological,Storm,Convective storm,,USA,2014,4,2014,5,40,15,2289212,87.36629784
2014-0444-USA,2014,Natural,Meteorological,Storm,Convective storm,,USA,2014,10,2014,10,2,,194583,87.36629784
2014-0318-USA,2014,Natural,Geophysical,Earthquake,Ground movement,,USA,2014,8,2014,8,1,3250,801224,87.36629784
2014-0491-USA,2014,Natural,Hydrological,Flood,Flash flood,,USA,2014,12,2014,12,,,103015,87.36629784
2014-0192-USA,2014,Natural,Meteorological,Storm,Convective storm,,USA,2014,5,2014,5,,,4463964,87.36629784
2014-0540-USA,2014,Natural,Meteorological,Storm,Convective storm,,USA,2014,6,2014,6,2,36,1831370,87.36629784
2014-0048-USA,2014,Natural,Meteorological,Storm,Convective storm,,USA,2014,2,2014,2,9,,286152,87.36629784
2014-0072-USA,2014,Natural,Meteorological,Storm,Convective storm,,USA,2014,2,2014,2,25,,858455,87.36629784
2014-0052-USA,2014,Natural,Meteorological,Storm,Convective storm,,USA,2014,1,2014,1,16,,240367,87.36629784
2014-0053-USA,2014,Natural,Meteorological,Storm,Convective storm,,USA,2014,1,2014,1,13,,286152,87.36629784
2014-0100-USA,2014,Natural,Meteorological,Storm,Convective storm,,USA,2014,2,2014,3,12,,2289,87.36629784
2014-0459-USA,2014,Natural,Meteorological,Storm,Convective storm,,USA,2014,11,2014,11,13,,114461,87.36629784
2014-0317-USA,2014,Natural,Hydrological,Flood,Riverine flood,,USA,2014,8,2014,8,2,102000,1831370,87.36629784
2014-0095-USA,2014,Natural,Hydrological,Landslide,Landslide,,USA,2014,3,2014,3,43,150,22892,87.36629784
2014-0310-USA,2014,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Iselle,USA,2014,8,2014,8,1,834,75544,87.36629784
2014-0009-USA,2014,Natural,Meteorological,Extreme temperature ,Cold wave,,USA,2014,1,2014,1,21,,2861515,87.36629784
2014-0165-USA,2014,Natural,Climatological,Wildfire,Forest fire,,USA,2014,5,2014,5,2,429,114461,87.36629784
2014-0167-USA,2014,Technological,Technological,Transport accident,Road,,USA,2014,4,2014,4,10,30,,87.36629784
2014-0568-USA,2014,Technological,Technological,Industrial accident,Chemical spill,,USA,2014,1,2014,1,,169,,87.36629784
2014-0556-USA,2014,Technological,Technological,Miscellaneous accident,Explosion,Jail,USA,2014,4,2014,4,2,184,,87.36629784
2014-9023-USA,2014,Natural,Climatological,Drought,Drought,,USA,2014,1,2014,12,,,2518133,87.36629784
2015-0211-USA,2015,Natural,Meteorological,Storm,Convective storm,,USA,2015,5,2015,5,4,,1600550,87.46993221
2015-0488-USA,2015,Natural,Meteorological,Storm,Convective storm,,USA,2015,10,2015,11,6,,308678,87.46993221
2015-0155-USA,2015,Natural,Meteorological,Storm,Convective storm,,USA,2015,4,2015,4,4,12,1086088,87.46993221
2015-0180-USA,2015,Natural,Meteorological,Storm,Convective storm,,USA,2015,5,2015,5,1,40,182920,87.46993221
2015-0245-USA,2015,Natural,Meteorological,Storm,Convective storm,,USA,2015,6,2015,6,,,743113,87.46993221
2015-0138-USA,2015,Natural,Meteorological,Storm,Convective storm,,USA,2015,4,2015,4,3,12,1600550,87.46993221
2015-0326-USA,2015,Natural,Meteorological,Storm,Convective storm,,USA,2015,7,2015,7,4,,800275,87.46993221
2015-0401-USA,2015,Natural,Climatological,Wildfire,,Valley Fire,USA,2015,8,2015,8,4,4508,171488,87.46993221
2015-0123-USA,2015,Natural,Meteorological,Storm,Convective storm,,USA,2015,3,2015,3,1,3312,571625,87.46993221
2015-0400-USA,2015,Natural,Meteorological,Storm,Convective storm,,USA,2015,8,2015,8,4,40,1086088,87.46993221
2015-0565-USA,2015,Natural,Hydrological,Flood,,,USA,2015,12,2016,1,31,4050,685950,87.46993221
2015-0046-USA,2015,Natural,Meteorological,Storm,Convective storm,Storm Octavia,USA,2015,2,2015,2,10,,114325,87.46993221
2015-0072-USA,2015,Natural,Meteorological,Storm,Convective storm,,USA,2015,1,2015,2,22,,171488,87.46993221
2015-0558-USA,2015,Natural,Meteorological,Storm,Convective storm,,USA,2015,12,2015,12,50,60,2286500,87.46993221
2015-0531-USA,2015,Natural,Meteorological,Storm,Convective storm,,USA,2015,11,2015,12,18,300,160055,87.46993221
2015-0459-USA,2015,Natural,Meteorological,Storm,Tropical cyclone,Joaquin,USA,2015,10,2015,10,25,800,2286500,87.46993221
2015-0026-USA,2015,Natural,Meteorological,Storm,Convective storm,,USA,2015,1,2015,1,2,,91460,87.46993221
2015-0212-USA,2015,Natural,Hydrological,Flood,Flash flood,,USA,2015,5,2015,5,32,12000,3086775,87.46993221
2015-0177-USA,2015,Natural,Meteorological,Storm,Convective storm,,USA,2015,5,2015,5,6,,1143250,87.46993221
2015-0025-USA,2015,Natural,Meteorological,Storm,Convective storm,,USA,2015,1,2015,1,15,,114325,87.46993221
2015-0073-USA,2015,Natural,Meteorological,Storm,Convective storm,,USA,2015,2,2015,2,30,,3429750,87.46993221
2015-0122-USA,2015,Natural,Meteorological,Storm,Convective storm,,USA,2015,3,2015,3,13,,194353,87.46993221
2015-0186-USA,2015,Natural,Hydrological,Flood,Flash flood,,USA,2015,5,2015,5,16,12000,,87.46993221
2015-0431-USA,2015,Natural,Hydrological,Flood,Flash flood,,USA,2015,9,2015,9,19,,2287,87.46993221
2015-0421-USA,2015,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,USA,2015,9,2015,9,4,7302,1600550,87.46993221
2015-0613-USA,2015,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",Butte fire,USA,2015,9,2015,9,3,1425,457300,87.46993221
2015-0085-USA,2015,Technological,Technological,Transport accident,Air,Military Helicopter UH-60,USA,2015,3,2015,3,11,,,87.46993221
2015-0174-USA,2015,Technological,Technological,Transport accident,Rail,,USA,2015,5,2015,5,8,200,,87.46993221
2015-0587-USA,2015,Technological,Technological,Industrial accident,Gas leak,Storage facility,USA,2015,10,2015,10,,8234,,87.46993221
2015-9210-USA,2015,Natural,Climatological,Drought,Drought,,USA,2015,1,2015,12,,,5144625,87.46993221
2015-0221-USA,2015,Technological,Technological,Industrial accident,Oil spill,,USA,2015,5,2015,5,,,,87.46993221
2015-0312-USA,2015,Natural,Climatological,Wildfire,,,USA,2015,7,2015,8,1,129,2287,87.46993221
2015-0399-USA,2015,Natural,Hydrological,Flood,,,USA,2015,7,2015,8,,600,114325,87.46993221
2015-0296-VEN,2015,Natural,Hydrological,Flood,Riverine flood,,VEN,2015,6,2015,7,,45297,,87.46993221
2015-0422-VEN,2015,Technological,Technological,Miscellaneous accident,Fire,Prison,VEN,2015,9,2015,9,17,11,,87.46993221
2016-0012-USA,2016,Natural,Meteorological,Storm,Convective storm,,USA,2016,1,2016,1,,,141126,88.57345288
2016-0203-USA,2016,Natural,Meteorological,Storm,Convective storm,,USA,2016,6,2016,6,25,2000,1129006,88.57345288
2016-0125-USA,2016,Natural,Meteorological,Storm,Convective storm,,USA,2016,4,2016,5,6,,2709615,88.57345288
2016-0123-USA,2016,Natural,Meteorological,Storm,Convective storm,,USA,2016,4,2016,4,1,3000,4403125,88.57345288
2016-0150-USA,2016,Natural,Meteorological,Storm,Convective storm,,USA,2016,5,2016,5,2,10,1919311,88.57345288
2016-0086-USA,2016,Natural,Meteorological,Storm,Convective storm,,USA,2016,3,2016,3,1,,1354808,88.57345288
2016-0087-USA,2016,Natural,Meteorological,Storm,Convective storm,,USA,2016,3,2016,3,,300,2596715,88.57345288
2016-0124-USA,2016,Natural,Hydrological,Flood,Flash flood,,USA,2016,4,2016,4,9,21000,2258013,88.57345288
2016-0183-USA,2016,Natural,Hydrological,Flood,,,USA,2016,5,2016,6,15,,338702,88.57345288
2016-0181-USA,2016,Natural,Meteorological,Storm,Convective storm,,USA,2016,5,2016,5,9,12,1241907,88.57345288
2016-0085-USA,2016,Natural,Meteorological,Storm,Convective storm,,USA,2016,3,2016,3,7,,1806410,88.57345288
2016-0010-USA,2016,Natural,Meteorological,Storm,Convective storm,Storm Jonas (Snowzilla),USA,2016,1,2016,1,50,85000012,620954,88.57345288
2016-0051-USA,2016,Natural,Meteorological,Storm,Convective storm,,USA,2016,2,2016,2,10,12,1354808,88.57345288
